txt_emo,txt_cond,wav_emo,lbl_full,tts_model,filename,pred_emo,slm
angry,implicit,sad,sad_proxy_angry,F5TTS,04_angry_implicit_sad_0011_F5TTS.wav,angry,flamingo3
happy,explicit,angry,angry_proxy_happy,F5TTS,04_happy_explicit_angry_0020_F5TTS.wav,happy,flamingo3
happy,explicit,happy,happy_cong,F5TTS,04_happy_explicit_happy_0013_F5TTS.wav,happy,flamingo3
happy,explicit,neutral,neutral_proxy_happy,F5TTS,04_happy_explicit_neutral_0011_F5TTS.wav,happy,flamingo3
happy,explicit,sad,sad_proxy_happy,F5TTS,04_happy_explicit_sad_0014_F5TTS.wav,happy,flamingo3
happy,implicit,angry,angry_proxy_happy,F5TTS,04_happy_implicit_angry_0020_F5TTS.wav,happy,flamingo3
happy,implicit,happy,happy_cong,F5TTS,04_happy_implicit_happy_0018_F5TTS.wav,happy,flamingo3
happy,implicit,neutral,neutral_proxy_happy,F5TTS,04_happy_implicit_neutral_0011_F5TTS.wav,happy,flamingo3
happy,implicit,sad,sad_proxy_happy,F5TTS,04_happy_implicit_sad_0013_F5TTS.wav,happy,flamingo3
neutral,neutral,angry,angry_proxy_neutral,F5TTS,04_neutral_angry_0014_F5TTS.wav,neutral,flamingo3
neutral,neutral,happy,happy_proxy_neutral,F5TTS,04_neutral_happy_0018_F5TTS.wav,neutral,flamingo3
neutral,neutral,neutral,neutral_cong,F5TTS,04_neutral_neutral_0016_F5TTS.wav,neutral,flamingo3
neutral,neutral,sad,sad_proxy_neutral,F5TTS,04_neutral_sad_0012_F5TTS.wav,neutral,flamingo3
sad,explicit,angry,angry_proxy_sad,F5TTS,04_sad_explicit_angry_0012_F5TTS.wav,sad,flamingo3
sad,explicit,happy,happy_proxy_sad,F5TTS,04_sad_explicit_happy_0019_F5TTS.wav,sad,flamingo3
sad,explicit,neutral,neutral_proxy_sad,F5TTS,04_sad_explicit_neutral_0020_F5TTS.wav,sad,flamingo3
sad,explicit,sad,sad_cong,F5TTS,04_sad_explicit_sad_0017_F5TTS.wav,sad,flamingo3
sad,implicit,angry,angry_proxy_sad,F5TTS,04_sad_implicit_angry_0013_F5TTS.wav,sad,flamingo3
sad,implicit,happy,happy_proxy_sad,F5TTS,04_sad_implicit_happy_0019_F5TTS.wav,sad,flamingo3
sad,implicit,neutral,neutral_proxy_sad,F5TTS,04_sad_implicit_neutral_0018_F5TTS.wav,sad,flamingo3
sad,implicit,sad,sad_cong,F5TTS,04_sad_implicit_sad_0016_F5TTS.wav,sad,flamingo3
angry,explicit,angry,angry_cong,F5TTS,05_angry_explicit_angry_0014_F5TTS.wav,angry,flamingo3
angry,explicit,happy,happy_proxy_angry,F5TTS,05_angry_explicit_happy_0013_F5TTS.wav,angry,flamingo3
angry,explicit,neutral,neutral_proxy_angry,F5TTS,05_angry_explicit_neutral_0014_F5TTS.wav,angry,flamingo3
angry,explicit,sad,sad_proxy_angry,F5TTS,05_angry_explicit_sad_0019_F5TTS.wav,angry,flamingo3
angry,implicit,angry,angry_cong,F5TTS,05_angry_implicit_angry_0015_F5TTS.wav,angry,flamingo3
angry,implicit,happy,happy_proxy_angry,F5TTS,05_angry_implicit_happy_0016_F5TTS.wav,neutral,flamingo3
angry,implicit,neutral,neutral_proxy_angry,F5TTS,05_angry_implicit_neutral_0012_F5TTS.wav,neutral,flamingo3
angry,implicit,sad,sad_proxy_angry,F5TTS,05_angry_implicit_sad_0012_F5TTS.wav,angry,flamingo3
happy,explicit,angry,angry_proxy_happy,F5TTS,05_happy_explicit_angry_0017_F5TTS.wav,happy,flamingo3
happy,explicit,happy,happy_cong,F5TTS,05_happy_explicit_happy_0016_F5TTS.wav,happy,flamingo3
happy,explicit,neutral,neutral_proxy_happy,F5TTS,05_happy_explicit_neutral_0018_F5TTS.wav,happy,flamingo3
happy,explicit,sad,sad_proxy_happy,F5TTS,05_happy_explicit_sad_0016_F5TTS.wav,happy,flamingo3
happy,implicit,angry,angry_proxy_happy,F5TTS,05_happy_implicit_angry_0011_F5TTS.wav,happy,flamingo3
happy,implicit,happy,happy_cong,F5TTS,05_happy_implicit_happy_0014_F5TTS.wav,angry,flamingo3
happy,implicit,neutral,neutral_proxy_happy,F5TTS,05_happy_implicit_neutral_0016_F5TTS.wav,happy,flamingo3
happy,implicit,sad,sad_proxy_happy,F5TTS,05_happy_implicit_sad_0014_F5TTS.wav,happy,flamingo3
neutral,neutral,angry,angry_proxy_neutral,F5TTS,05_neutral_angry_0011_F5TTS.wav,angry,flamingo3
neutral,neutral,happy,happy_proxy_neutral,F5TTS,05_neutral_happy_0013_F5TTS.wav,neutral,flamingo3
neutral,neutral,neutral,neutral_cong,F5TTS,05_neutral_neutral_0015_F5TTS.wav,neutral,flamingo3
neutral,neutral,sad,sad_proxy_neutral,F5TTS,05_neutral_sad_0011_F5TTS.wav,neutral,flamingo3
sad,explicit,angry,angry_proxy_sad,F5TTS,05_sad_explicit_angry_0011_F5TTS.wav,sad,flamingo3
sad,explicit,happy,happy_proxy_sad,F5TTS,05_sad_explicit_happy_0020_F5TTS.wav,sad,flamingo3
sad,explicit,neutral,neutral_proxy_sad,F5TTS,05_sad_explicit_neutral_0014_F5TTS.wav,sad,flamingo3
sad,explicit,sad,sad_cong,F5TTS,05_sad_explicit_sad_0014_F5TTS.wav,sad,flamingo3
sad,implicit,angry,angry_proxy_sad,F5TTS,05_sad_implicit_angry_0018_F5TTS.wav,sad,flamingo3
sad,implicit,happy,happy_proxy_sad,F5TTS,05_sad_implicit_happy_0018_F5TTS.wav,sad,flamingo3
sad,implicit,neutral,neutral_proxy_sad,F5TTS,05_sad_implicit_neutral_0017_F5TTS.wav,sad,flamingo3
sad,implicit,sad,sad_cong,F5TTS,05_sad_implicit_sad_0017_F5TTS.wav,sad,flamingo3
angry,explicit,angry,angry_cong,F5TTS,06_angry_explicit_angry_0020_F5TTS.wav,angry,flamingo3
angry,explicit,happy,happy_proxy_angry,F5TTS,06_angry_explicit_happy_0019_F5TTS.wav,angry,flamingo3
angry,explicit,neutral,neutral_proxy_angry,F5TTS,06_angry_explicit_neutral_0016_F5TTS.wav,angry,flamingo3
angry,explicit,sad,sad_proxy_angry,F5TTS,06_angry_explicit_sad_0016_F5TTS.wav,angry,flamingo3
angry,implicit,angry,angry_cong,F5TTS,06_angry_implicit_angry_0014_F5TTS.wav,angry,flamingo3
angry,implicit,happy,happy_proxy_angry,F5TTS,06_angry_implicit_happy_0019_F5TTS.wav,angry,flamingo3
angry,implicit,neutral,neutral_proxy_angry,F5TTS,06_angry_implicit_neutral_0015_F5TTS.wav,angry,flamingo3
angry,implicit,sad,sad_proxy_angry,F5TTS,06_angry_implicit_sad_0015_F5TTS.wav,angry,flamingo3
happy,explicit,angry,angry_proxy_happy,F5TTS,06_happy_explicit_angry_0020_F5TTS.wav,happy,flamingo3
happy,explicit,happy,happy_cong,F5TTS,06_happy_explicit_happy_0018_F5TTS.wav,happy,flamingo3
happy,explicit,neutral,neutral_proxy_happy,F5TTS,06_happy_explicit_neutral_0014_F5TTS.wav,happy,flamingo3
happy,explicit,sad,sad_proxy_happy,F5TTS,06_happy_explicit_sad_0018_F5TTS.wav,happy,flamingo3
happy,implicit,angry,angry_proxy_happy,F5TTS,06_happy_implicit_angry_0013_F5TTS.wav,happy,flamingo3
happy,implicit,happy,happy_cong,F5TTS,06_happy_implicit_happy_0019_F5TTS.wav,happy,flamingo3
happy,implicit,neutral,neutral_proxy_happy,F5TTS,06_happy_implicit_neutral_0014_F5TTS.wav,happy,flamingo3
happy,implicit,sad,sad_proxy_happy,F5TTS,06_happy_implicit_sad_0020_F5TTS.wav,happy,flamingo3
neutral,neutral,angry,angry_proxy_neutral,F5TTS,06_neutral_angry_0012_F5TTS.wav,angry,flamingo3
neutral,neutral,happy,happy_proxy_neutral,F5TTS,06_neutral_happy_0012_F5TTS.wav,neutral,flamingo3
neutral,neutral,neutral,neutral_cong,F5TTS,06_neutral_neutral_0012_F5TTS.wav,neutral,flamingo3
neutral,neutral,sad,sad_proxy_neutral,F5TTS,06_neutral_sad_0019_F5TTS.wav,neutral,flamingo3
sad,explicit,angry,angry_proxy_sad,F5TTS,06_sad_explicit_angry_0011_F5TTS.wav,sad,flamingo3
sad,explicit,happy,happy_proxy_sad,F5TTS,06_sad_explicit_happy_0014_F5TTS.wav,sad,flamingo3
sad,explicit,neutral,neutral_proxy_sad,F5TTS,06_sad_explicit_neutral_0012_F5TTS.wav,sad,flamingo3
sad,explicit,sad,sad_cong,F5TTS,06_sad_explicit_sad_0019_F5TTS.wav,sad,flamingo3
sad,implicit,angry,angry_proxy_sad,F5TTS,06_sad_implicit_angry_0018_F5TTS.wav,sad,flamingo3
sad,implicit,happy,happy_proxy_sad,F5TTS,06_sad_implicit_happy_0019_F5TTS.wav,sad,flamingo3
sad,implicit,neutral,neutral_proxy_sad,F5TTS,06_sad_implicit_neutral_0015_F5TTS.wav,sad,flamingo3
sad,implicit,sad,sad_cong,F5TTS,06_sad_implicit_sad_0018_F5TTS.wav,sad,flamingo3
angry,explicit,angry,angry_cong,F5TTS,07_angry_explicit_angry_0019_F5TTS.wav,angry,flamingo3
angry,explicit,happy,happy_proxy_angry,F5TTS,07_angry_explicit_happy_0011_F5TTS.wav,angry,flamingo3
angry,explicit,neutral,neutral_proxy_angry,F5TTS,07_angry_explicit_neutral_0017_F5TTS.wav,angry,flamingo3
angry,explicit,sad,sad_proxy_angry,F5TTS,07_angry_explicit_sad_0012_F5TTS.wav,angry,flamingo3
angry,implicit,angry,angry_cong,F5TTS,07_angry_implicit_angry_0015_F5TTS.wav,angry,flamingo3
angry,implicit,happy,happy_proxy_angry,F5TTS,07_angry_implicit_happy_0019_F5TTS.wav,angry,flamingo3
angry,implicit,neutral,neutral_proxy_angry,F5TTS,07_angry_implicit_neutral_0020_F5TTS.wav,angry,flamingo3
angry,implicit,sad,sad_proxy_angry,F5TTS,07_angry_implicit_sad_0013_F5TTS.wav,angry,flamingo3
happy,explicit,angry,angry_proxy_happy,F5TTS,07_happy_explicit_angry_0012_F5TTS.wav,happy,flamingo3
happy,explicit,happy,happy_cong,F5TTS,07_happy_explicit_happy_0011_F5TTS.wav,happy,flamingo3
happy,explicit,neutral,neutral_proxy_happy,F5TTS,07_happy_explicit_neutral_0011_F5TTS.wav,happy,flamingo3
happy,explicit,sad,sad_proxy_happy,F5TTS,07_happy_explicit_sad_0011_F5TTS.wav,happy,flamingo3
happy,implicit,angry,angry_proxy_happy,F5TTS,07_happy_implicit_angry_0019_F5TTS.wav,angry,flamingo3
happy,implicit,happy,happy_cong,F5TTS,07_happy_implicit_happy_0015_F5TTS.wav,happy,flamingo3
happy,implicit,neutral,neutral_proxy_happy,F5TTS,07_happy_implicit_neutral_0014_F5TTS.wav,happy,flamingo3
happy,implicit,sad,sad_proxy_happy,F5TTS,07_happy_implicit_sad_0013_F5TTS.wav,happy,flamingo3
neutral,neutral,angry,angry_proxy_neutral,F5TTS,07_neutral_angry_0015_F5TTS.wav,angry,flamingo3
neutral,neutral,happy,happy_proxy_neutral,F5TTS,07_neutral_happy_0016_F5TTS.wav,neutral,flamingo3
neutral,neutral,neutral,neutral_cong,F5TTS,07_neutral_neutral_0017_F5TTS.wav,neutral,flamingo3
neutral,neutral,sad,sad_proxy_neutral,F5TTS,07_neutral_sad_0011_F5TTS.wav,neutral,flamingo3
sad,explicit,angry,angry_proxy_sad,F5TTS,07_sad_explicit_angry_0019_F5TTS.wav,sad,flamingo3
sad,explicit,happy,happy_proxy_sad,F5TTS,07_sad_explicit_happy_0018_F5TTS.wav,sad,flamingo3
sad,explicit,neutral,neutral_proxy_sad,F5TTS,07_sad_explicit_neutral_0014_F5TTS.wav,sad,flamingo3
sad,explicit,sad,sad_cong,F5TTS,07_sad_explicit_sad_0011_F5TTS.wav,sad,flamingo3
sad,implicit,angry,angry_proxy_sad,F5TTS,07_sad_implicit_angry_0018_F5TTS.wav,sad,flamingo3
sad,implicit,happy,happy_proxy_sad,F5TTS,07_sad_implicit_happy_0015_F5TTS.wav,sad,flamingo3
sad,implicit,neutral,neutral_proxy_sad,F5TTS,07_sad_implicit_neutral_0013_F5TTS.wav,sad,flamingo3
sad,implicit,sad,sad_cong,F5TTS,07_sad_implicit_sad_0017_F5TTS.wav,sad,flamingo3
angry,explicit,angry,angry_cong,F5TTS,08_angry_explicit_angry_0018_F5TTS.wav,angry,flamingo3
angry,explicit,happy,happy_proxy_angry,F5TTS,08_angry_explicit_happy_0018_F5TTS.wav,angry,flamingo3
angry,explicit,neutral,neutral_proxy_angry,F5TTS,08_angry_explicit_neutral_0020_F5TTS.wav,angry,flamingo3
angry,explicit,sad,sad_proxy_angry,F5TTS,08_angry_explicit_sad_0011_F5TTS.wav,angry,flamingo3
angry,implicit,angry,angry_cong,F5TTS,08_angry_implicit_angry_0011_F5TTS.wav,angry,flamingo3
angry,implicit,happy,happy_proxy_angry,F5TTS,08_angry_implicit_happy_0012_F5TTS.wav,angry,flamingo3
angry,implicit,neutral,neutral_proxy_angry,F5TTS,08_angry_implicit_neutral_0011_F5TTS.wav,angry,flamingo3
angry,implicit,sad,sad_proxy_angry,F5TTS,08_angry_implicit_sad_0020_F5TTS.wav,angry,flamingo3
happy,explicit,angry,angry_proxy_happy,F5TTS,08_happy_explicit_angry_0020_F5TTS.wav,happy,flamingo3
happy,explicit,happy,happy_cong,F5TTS,08_happy_explicit_happy_0014_F5TTS.wav,happy,flamingo3
happy,explicit,neutral,neutral_proxy_happy,F5TTS,08_happy_explicit_neutral_0018_F5TTS.wav,happy,flamingo3
happy,explicit,sad,sad_proxy_happy,F5TTS,08_happy_explicit_sad_0017_F5TTS.wav,happy,flamingo3
happy,implicit,angry,angry_proxy_happy,F5TTS,08_happy_implicit_angry_0011_F5TTS.wav,happy,flamingo3
happy,implicit,happy,happy_cong,F5TTS,08_happy_implicit_happy_0013_F5TTS.wav,happy,flamingo3
happy,implicit,neutral,neutral_proxy_happy,F5TTS,08_happy_implicit_neutral_0015_F5TTS.wav,happy,flamingo3
happy,implicit,sad,sad_proxy_happy,F5TTS,08_happy_implicit_sad_0013_F5TTS.wav,happy,flamingo3
neutral,neutral,angry,angry_proxy_neutral,F5TTS,08_neutral_angry_0014_F5TTS.wav,neutral,flamingo3
neutral,neutral,happy,happy_proxy_neutral,F5TTS,08_neutral_happy_0016_F5TTS.wav,neutral,flamingo3
neutral,neutral,neutral,neutral_cong,F5TTS,08_neutral_neutral_0012_F5TTS.wav,neutral,flamingo3
neutral,neutral,sad,sad_proxy_neutral,F5TTS,08_neutral_sad_0013_F5TTS.wav,neutral,flamingo3
sad,explicit,angry,angry_proxy_sad,F5TTS,08_sad_explicit_angry_0016_F5TTS.wav,sad,flamingo3
sad,explicit,happy,happy_proxy_sad,F5TTS,08_sad_explicit_happy_0016_F5TTS.wav,sad,flamingo3
sad,explicit,neutral,neutral_proxy_sad,F5TTS,08_sad_explicit_neutral_0017_F5TTS.wav,sad,flamingo3
sad,explicit,sad,sad_cong,F5TTS,08_sad_explicit_sad_0016_F5TTS.wav,sad,flamingo3
sad,implicit,angry,angry_proxy_sad,F5TTS,08_sad_implicit_angry_0012_F5TTS.wav,angry,flamingo3
sad,implicit,happy,happy_proxy_sad,F5TTS,08_sad_implicit_happy_0016_F5TTS.wav,sad,flamingo3
sad,implicit,neutral,neutral_proxy_sad,F5TTS,08_sad_implicit_neutral_0017_F5TTS.wav,sad,flamingo3
sad,implicit,sad,sad_cong,F5TTS,08_sad_implicit_sad_0019_F5TTS.wav,sad,flamingo3
angry,explicit,angry,angry_cong,F5TTS,09_angry_explicit_angry_0013_F5TTS.wav,angry,flamingo3
angry,explicit,happy,happy_proxy_angry,F5TTS,09_angry_explicit_happy_0015_F5TTS.wav,angry,flamingo3
angry,explicit,neutral,neutral_proxy_angry,F5TTS,09_angry_explicit_neutral_0012_F5TTS.wav,angry,flamingo3
angry,explicit,sad,sad_proxy_angry,F5TTS,09_angry_explicit_sad_0011_F5TTS.wav,angry,flamingo3
angry,implicit,angry,angry_cong,F5TTS,09_angry_implicit_angry_0012_F5TTS.wav,angry,flamingo3
angry,implicit,happy,happy_proxy_angry,F5TTS,09_angry_implicit_happy_0011_F5TTS.wav,angry,flamingo3
angry,implicit,neutral,neutral_proxy_angry,F5TTS,09_angry_implicit_neutral_0016_F5TTS.wav,angry,flamingo3
angry,implicit,sad,sad_proxy_angry,F5TTS,09_angry_implicit_sad_0012_F5TTS.wav,angry,flamingo3
happy,explicit,angry,angry_proxy_happy,F5TTS,09_happy_explicit_angry_0016_F5TTS.wav,happy,flamingo3
happy,explicit,happy,happy_cong,F5TTS,09_happy_explicit_happy_0016_F5TTS.wav,happy,flamingo3
happy,explicit,neutral,neutral_proxy_happy,F5TTS,09_happy_explicit_neutral_0013_F5TTS.wav,happy,flamingo3
happy,explicit,sad,sad_proxy_happy,F5TTS,09_happy_explicit_sad_0017_F5TTS.wav,happy,flamingo3
happy,implicit,angry,angry_proxy_happy,F5TTS,09_happy_implicit_angry_0012_F5TTS.wav,happy,flamingo3
happy,implicit,happy,happy_cong,F5TTS,09_happy_implicit_happy_0020_F5TTS.wav,happy,flamingo3
happy,implicit,neutral,neutral_proxy_happy,F5TTS,09_happy_implicit_neutral_0013_F5TTS.wav,happy,flamingo3
happy,implicit,sad,sad_proxy_happy,F5TTS,09_happy_implicit_sad_0011_F5TTS.wav,happy,flamingo3
neutral,neutral,angry,angry_proxy_neutral,F5TTS,09_neutral_angry_0015_F5TTS.wav,angry,flamingo3
neutral,neutral,happy,happy_proxy_neutral,F5TTS,09_neutral_happy_0013_F5TTS.wav,neutral,flamingo3
neutral,neutral,neutral,neutral_cong,F5TTS,09_neutral_neutral_0012_F5TTS.wav,neutral,flamingo3
neutral,neutral,sad,sad_proxy_neutral,F5TTS,09_neutral_sad_0011_F5TTS.wav,neutral,flamingo3
sad,explicit,angry,angry_proxy_sad,F5TTS,09_sad_explicit_angry_0015_F5TTS.wav,angry,flamingo3
sad,explicit,happy,happy_proxy_sad,F5TTS,09_sad_explicit_happy_0016_F5TTS.wav,sad,flamingo3
sad,explicit,neutral,neutral_proxy_sad,F5TTS,09_sad_explicit_neutral_0011_F5TTS.wav,sad,flamingo3
sad,explicit,sad,sad_cong,F5TTS,09_sad_explicit_sad_0012_F5TTS.wav,sad,flamingo3
sad,implicit,angry,angry_proxy_sad,F5TTS,09_sad_implicit_angry_0020_F5TTS.wav,sad,flamingo3
sad,implicit,happy,happy_proxy_sad,F5TTS,09_sad_implicit_happy_0019_F5TTS.wav,angry,flamingo3
sad,implicit,neutral,neutral_proxy_sad,F5TTS,09_sad_implicit_neutral_0016_F5TTS.wav,sad,flamingo3
sad,implicit,sad,sad_cong,F5TTS,09_sad_implicit_sad_0013_F5TTS.wav,sad,flamingo3
angry,explicit,angry,angry_cong,F5TTS,10_angry_explicit_angry_0016_F5TTS.wav,angry,flamingo3
angry,explicit,happy,happy_proxy_angry,F5TTS,10_angry_explicit_happy_0017_F5TTS.wav,angry,flamingo3
angry,explicit,neutral,neutral_proxy_angry,F5TTS,10_angry_explicit_neutral_0014_F5TTS.wav,angry,flamingo3
angry,explicit,sad,sad_proxy_angry,F5TTS,10_angry_explicit_sad_0012_F5TTS.wav,angry,flamingo3
angry,implicit,angry,angry_cong,F5TTS,10_angry_implicit_angry_0018_F5TTS.wav,angry,flamingo3
angry,implicit,happy,happy_proxy_angry,F5TTS,10_angry_implicit_happy_0011_F5TTS.wav,angry,flamingo3
angry,implicit,neutral,neutral_proxy_angry,F5TTS,10_angry_implicit_neutral_0020_F5TTS.wav,angry,flamingo3
angry,implicit,sad,sad_proxy_angry,F5TTS,10_angry_implicit_sad_0014_F5TTS.wav,angry,flamingo3
happy,explicit,angry,angry_proxy_happy,F5TTS,10_happy_explicit_angry_0018_F5TTS.wav,happy,flamingo3
happy,explicit,happy,happy_cong,F5TTS,10_happy_explicit_happy_0013_F5TTS.wav,happy,flamingo3
happy,explicit,neutral,neutral_proxy_happy,F5TTS,10_happy_explicit_neutral_0015_F5TTS.wav,happy,flamingo3
happy,explicit,sad,sad_proxy_happy,F5TTS,10_happy_explicit_sad_0012_F5TTS.wav,happy,flamingo3
happy,implicit,angry,angry_proxy_happy,F5TTS,10_happy_implicit_angry_0020_F5TTS.wav,sad,flamingo3
happy,implicit,happy,happy_cong,F5TTS,10_happy_implicit_happy_0015_F5TTS.wav,sad,flamingo3
happy,implicit,neutral,neutral_proxy_happy,F5TTS,10_happy_implicit_neutral_0012_F5TTS.wav,sad,flamingo3
happy,implicit,sad,sad_proxy_happy,F5TTS,10_happy_implicit_sad_0015_F5TTS.wav,sad,flamingo3
neutral,neutral,angry,angry_proxy_neutral,F5TTS,10_neutral_angry_0014_F5TTS.wav,neutral,flamingo3
neutral,neutral,happy,happy_proxy_neutral,F5TTS,10_neutral_happy_0020_F5TTS.wav,neutral,flamingo3
neutral,neutral,neutral,neutral_cong,F5TTS,10_neutral_neutral_0011_F5TTS.wav,neutral,flamingo3
neutral,neutral,sad,sad_proxy_neutral,F5TTS,10_neutral_sad_0017_F5TTS.wav,neutral,flamingo3
sad,explicit,angry,angry_proxy_sad,F5TTS,10_sad_explicit_angry_0016_F5TTS.wav,sad,flamingo3
sad,explicit,happy,happy_proxy_sad,F5TTS,10_sad_explicit_happy_0017_F5TTS.wav,sad,flamingo3
sad,explicit,neutral,neutral_proxy_sad,F5TTS,10_sad_explicit_neutral_0014_F5TTS.wav,sad,flamingo3
sad,explicit,sad,sad_cong,F5TTS,10_sad_explicit_sad_0014_F5TTS.wav,sad,flamingo3
sad,implicit,angry,angry_proxy_sad,F5TTS,10_sad_implicit_angry_0016_F5TTS.wav,sad,flamingo3
sad,implicit,happy,happy_proxy_sad,F5TTS,10_sad_implicit_happy_0019_F5TTS.wav,sad,flamingo3
sad,implicit,neutral,neutral_proxy_sad,F5TTS,10_sad_implicit_neutral_0020_F5TTS.wav,sad,flamingo3
sad,implicit,sad,sad_cong,F5TTS,10_sad_implicit_sad_0011_F5TTS.wav,sad,flamingo3
angry,explicit,angry,angry_cong,F5TTS,11_angry_explicit_angry_0017_F5TTS.wav,angry,flamingo3
angry,explicit,happy,happy_proxy_angry,F5TTS,11_angry_explicit_happy_0020_F5TTS.wav,angry,flamingo3
angry,explicit,neutral,neutral_proxy_angry,F5TTS,11_angry_explicit_neutral_0018_F5TTS.wav,angry,flamingo3
angry,explicit,sad,sad_proxy_angry,F5TTS,11_angry_explicit_sad_0016_F5TTS.wav,angry,flamingo3
angry,implicit,angry,angry_cong,F5TTS,11_angry_implicit_angry_0012_F5TTS.wav,angry,flamingo3
angry,implicit,happy,happy_proxy_angry,F5TTS,11_angry_implicit_happy_0020_F5TTS.wav,angry,flamingo3
angry,implicit,neutral,neutral_proxy_angry,F5TTS,11_angry_implicit_neutral_0019_F5TTS.wav,angry,flamingo3
angry,implicit,sad,sad_proxy_angry,F5TTS,11_angry_implicit_sad_0011_F5TTS.wav,angry,flamingo3
happy,explicit,angry,angry_proxy_happy,F5TTS,11_happy_explicit_angry_0014_F5TTS.wav,happy,flamingo3
happy,explicit,happy,happy_cong,F5TTS,11_happy_explicit_happy_0014_F5TTS.wav,happy,flamingo3
happy,explicit,neutral,neutral_proxy_happy,F5TTS,11_happy_explicit_neutral_0013_F5TTS.wav,happy,flamingo3
happy,explicit,sad,sad_proxy_happy,F5TTS,11_happy_explicit_sad_0012_F5TTS.wav,happy,flamingo3
happy,implicit,angry,angry_proxy_happy,F5TTS,11_happy_implicit_angry_0019_F5TTS.wav,angry,flamingo3
happy,implicit,happy,happy_cong,F5TTS,11_happy_implicit_happy_0018_F5TTS.wav,happy,flamingo3
happy,implicit,neutral,neutral_proxy_happy,F5TTS,11_happy_implicit_neutral_0016_F5TTS.wav,happy,flamingo3
happy,implicit,sad,sad_proxy_happy,F5TTS,11_happy_implicit_sad_0015_F5TTS.wav,happy,flamingo3
neutral,neutral,angry,angry_proxy_neutral,F5TTS,11_neutral_angry_0011_F5TTS.wav,neutral,flamingo3
neutral,neutral,happy,happy_proxy_neutral,F5TTS,11_neutral_happy_0020_F5TTS.wav,neutral,flamingo3
neutral,neutral,neutral,neutral_cong,F5TTS,11_neutral_neutral_0015_F5TTS.wav,neutral,flamingo3
neutral,neutral,sad,sad_proxy_neutral,F5TTS,11_neutral_sad_0011_F5TTS.wav,neutral,flamingo3
sad,explicit,angry,angry_proxy_sad,F5TTS,11_sad_explicit_angry_0013_F5TTS.wav,sad,flamingo3
sad,explicit,happy,happy_proxy_sad,F5TTS,11_sad_explicit_happy_0020_F5TTS.wav,sad,flamingo3
sad,explicit,neutral,neutral_proxy_sad,F5TTS,11_sad_explicit_neutral_0020_F5TTS.wav,sad,flamingo3
sad,explicit,sad,sad_cong,F5TTS,11_sad_explicit_sad_0017_F5TTS.wav,sad,flamingo3
sad,implicit,angry,angry_proxy_sad,F5TTS,11_sad_implicit_angry_0018_F5TTS.wav,angry,flamingo3
sad,implicit,happy,happy_proxy_sad,F5TTS,11_sad_implicit_happy_0013_F5TTS.wav,angry,flamingo3
sad,implicit,neutral,neutral_proxy_sad,F5TTS,11_sad_implicit_neutral_0012_F5TTS.wav,angry,flamingo3
sad,implicit,sad,sad_cong,F5TTS,11_sad_implicit_sad_0012_F5TTS.wav,angry,flamingo3
angry,explicit,angry,angry_cong,F5TTS,12_angry_explicit_angry_0018_F5TTS.wav,angry,flamingo3
angry,explicit,happy,happy_proxy_angry,F5TTS,12_angry_explicit_happy_0016_F5TTS.wav,angry,flamingo3
angry,explicit,neutral,neutral_proxy_angry,F5TTS,12_angry_explicit_neutral_0017_F5TTS.wav,angry,flamingo3
angry,explicit,sad,sad_proxy_angry,F5TTS,12_angry_explicit_sad_0013_F5TTS.wav,angry,flamingo3
angry,implicit,angry,angry_cong,F5TTS,12_angry_implicit_angry_0017_F5TTS.wav,angry,flamingo3
angry,implicit,happy,happy_proxy_angry,F5TTS,12_angry_implicit_happy_0011_F5TTS.wav,angry,flamingo3
angry,implicit,neutral,neutral_proxy_angry,F5TTS,12_angry_implicit_neutral_0013_F5TTS.wav,angry,flamingo3
angry,implicit,sad,sad_proxy_angry,F5TTS,12_angry_implicit_sad_0016_F5TTS.wav,angry,flamingo3
happy,explicit,angry,angry_proxy_happy,F5TTS,12_happy_explicit_angry_0018_F5TTS.wav,happy,flamingo3
happy,explicit,happy,happy_cong,F5TTS,12_happy_explicit_happy_0018_F5TTS.wav,happy,flamingo3
happy,explicit,neutral,neutral_proxy_happy,F5TTS,12_happy_explicit_neutral_0012_F5TTS.wav,happy,flamingo3
happy,explicit,sad,sad_proxy_happy,F5TTS,12_happy_explicit_sad_0013_F5TTS.wav,happy,flamingo3
happy,implicit,angry,angry_proxy_happy,F5TTS,12_happy_implicit_angry_0011_F5TTS.wav,happy,flamingo3
happy,implicit,happy,happy_cong,F5TTS,12_happy_implicit_happy_0018_F5TTS.wav,happy,flamingo3
happy,implicit,neutral,neutral_proxy_happy,F5TTS,12_happy_implicit_neutral_0015_F5TTS.wav,happy,flamingo3
happy,implicit,sad,sad_proxy_happy,F5TTS,12_happy_implicit_sad_0019_F5TTS.wav,happy,flamingo3
neutral,neutral,angry,angry_proxy_neutral,F5TTS,12_neutral_angry_0020_F5TTS.wav,angry,flamingo3
neutral,neutral,happy,happy_proxy_neutral,F5TTS,12_neutral_happy_0020_F5TTS.wav,neutral,flamingo3
neutral,neutral,neutral,neutral_cong,F5TTS,12_neutral_neutral_0013_F5TTS.wav,neutral,flamingo3
neutral,neutral,sad,sad_proxy_neutral,F5TTS,12_neutral_sad_0014_F5TTS.wav,neutral,flamingo3
