txt_emo,txt_cond,wav_emo,tts_model,filename,pred_emo,slm
neutral,neutral,happy,STYLE,03_neutral_happy_0016_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,03_neutral_neutral_0016_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,03_neutral_sad_0016_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,03_sad_explicit_angry_0016_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,03_sad_explicit_happy_0020_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,03_sad_explicit_neutral_0012_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,03_sad_explicit_sad_0018_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,03_sad_implicit_angry_0012_STYLE.wav,angry,flamingo3
sad,implicit,happy,STYLE,03_sad_implicit_happy_0015_STYLE.wav,angry,flamingo3
sad,implicit,neutral,STYLE,03_sad_implicit_neutral_0016_STYLE.wav,neutral,flamingo3
sad,implicit,sad,STYLE,03_sad_implicit_sad_0017_STYLE.wav,neutral,flamingo3
angry,explicit,angry,STYLE,04_angry_explicit_angry_0013_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,04_angry_explicit_happy_0015_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,04_angry_explicit_neutral_0017_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,04_angry_explicit_sad_0017_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,04_angry_implicit_angry_0020_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,04_angry_implicit_happy_0012_STYLE.wav,angry,flamingo3
angry,implicit,neutral,STYLE,04_angry_implicit_neutral_0014_STYLE.wav,angry,flamingo3
angry,implicit,sad,STYLE,04_angry_implicit_sad_0012_STYLE.wav,angry,flamingo3
happy,explicit,angry,STYLE,04_happy_explicit_angry_0019_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,04_happy_explicit_happy_0013_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,04_happy_explicit_neutral_0015_STYLE.wav,happy,flamingo3
happy,explicit,sad,STYLE,04_happy_explicit_sad_0013_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,04_happy_implicit_angry_0015_STYLE.wav,happy,flamingo3
happy,implicit,happy,STYLE,04_happy_implicit_happy_0019_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,04_happy_implicit_neutral_0015_STYLE.wav,happy,flamingo3
happy,implicit,sad,STYLE,04_happy_implicit_sad_0012_STYLE.wav,happy,flamingo3
neutral,neutral,angry,STYLE,04_neutral_angry_0012_STYLE.wav,angry,flamingo3
neutral,neutral,happy,STYLE,04_neutral_happy_0016_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,04_neutral_neutral_0020_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,04_neutral_sad_0011_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,04_sad_explicit_angry_0020_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,04_sad_explicit_happy_0016_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,04_sad_explicit_neutral_0014_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,04_sad_explicit_sad_0014_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,04_sad_implicit_angry_0013_STYLE.wav,sad,flamingo3
sad,implicit,happy,STYLE,04_sad_implicit_happy_0011_STYLE.wav,sad,flamingo3
sad,implicit,neutral,STYLE,04_sad_implicit_neutral_0019_STYLE.wav,sad,flamingo3
sad,implicit,sad,STYLE,04_sad_implicit_sad_0018_STYLE.wav,sad,flamingo3
angry,explicit,angry,STYLE,05_angry_explicit_angry_0012_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,05_angry_explicit_happy_0011_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,05_angry_explicit_neutral_0020_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,05_angry_explicit_sad_0014_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,05_angry_implicit_angry_0020_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,05_angry_implicit_happy_0014_STYLE.wav,neutral,flamingo3
angry,implicit,neutral,STYLE,05_angry_implicit_neutral_0015_STYLE.wav,angry,flamingo3
angry,implicit,sad,STYLE,05_angry_implicit_sad_0015_STYLE.wav,angry,flamingo3
happy,explicit,angry,STYLE,05_happy_explicit_angry_0012_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,05_happy_explicit_happy_0020_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,05_happy_explicit_neutral_0015_STYLE.wav,happy,flamingo3
happy,explicit,sad,STYLE,05_happy_explicit_sad_0019_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,05_happy_implicit_angry_0019_STYLE.wav,angry,flamingo3
happy,implicit,happy,STYLE,05_happy_implicit_happy_0016_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,05_happy_implicit_neutral_0019_STYLE.wav,happy,flamingo3
happy,implicit,sad,STYLE,05_happy_implicit_sad_0014_STYLE.wav,happy,flamingo3
neutral,neutral,angry,STYLE,05_neutral_angry_0011_STYLE.wav,angry,flamingo3
neutral,neutral,happy,STYLE,05_neutral_happy_0015_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,05_neutral_neutral_0013_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,05_neutral_sad_0013_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,05_sad_explicit_angry_0011_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,05_sad_explicit_happy_0015_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,05_sad_explicit_neutral_0012_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,05_sad_explicit_sad_0014_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,05_sad_implicit_angry_0011_STYLE.wav,sad,flamingo3
sad,implicit,happy,STYLE,05_sad_implicit_happy_0020_STYLE.wav,angry,flamingo3
sad,implicit,neutral,STYLE,05_sad_implicit_neutral_0012_STYLE.wav,neutral,flamingo3
sad,implicit,sad,STYLE,05_sad_implicit_sad_0017_STYLE.wav,sad,flamingo3
angry,explicit,angry,STYLE,06_angry_explicit_angry_0016_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,06_angry_explicit_happy_0013_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,06_angry_explicit_neutral_0014_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,06_angry_explicit_sad_0014_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,06_angry_implicit_angry_0013_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,06_angry_implicit_happy_0012_STYLE.wav,angry,flamingo3
angry,implicit,neutral,STYLE,06_angry_implicit_neutral_0018_STYLE.wav,angry,flamingo3
angry,implicit,sad,STYLE,06_angry_implicit_sad_0017_STYLE.wav,angry,flamingo3
happy,explicit,angry,STYLE,06_happy_explicit_angry_0020_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,06_happy_explicit_happy_0013_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,06_happy_explicit_neutral_0015_STYLE.wav,happy,flamingo3
happy,explicit,sad,STYLE,06_happy_explicit_sad_0012_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,06_happy_implicit_angry_0020_STYLE.wav,happy,flamingo3
happy,implicit,happy,STYLE,06_happy_implicit_happy_0019_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,06_happy_implicit_neutral_0020_STYLE.wav,happy,flamingo3
happy,implicit,sad,STYLE,06_happy_implicit_sad_0015_STYLE.wav,happy,flamingo3
neutral,neutral,angry,STYLE,06_neutral_angry_0020_STYLE.wav,angry,flamingo3
neutral,neutral,happy,STYLE,06_neutral_happy_0015_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,06_neutral_neutral_0016_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,06_neutral_sad_0017_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,06_sad_explicit_angry_0016_STYLE.wav,sadness filled me as i packed my things,flamingo3
sad,explicit,happy,STYLE,06_sad_explicit_happy_0013_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,06_sad_explicit_neutral_0016_STYLE.wav,sadness filled me as i packed my things,flamingo3
sad,explicit,sad,STYLE,06_sad_explicit_sad_0017_STYLE.wav,sadness filled me as i packed my things,flamingo3
sad,implicit,angry,STYLE,06_sad_implicit_angry_0014_STYLE.wav,sad,flamingo3
sad,implicit,happy,STYLE,06_sad_implicit_happy_0015_STYLE.wav,sad,flamingo3
sad,implicit,neutral,STYLE,06_sad_implicit_neutral_0016_STYLE.wav,sad,flamingo3
sad,implicit,sad,STYLE,06_sad_implicit_sad_0018_STYLE.wav,sad,flamingo3
angry,explicit,angry,STYLE,07_angry_explicit_angry_0018_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,07_angry_explicit_happy_0017_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,07_angry_explicit_neutral_0020_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,07_angry_explicit_sad_0017_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,07_angry_implicit_angry_0012_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,07_angry_implicit_happy_0011_STYLE.wav,angry,flamingo3
angry,implicit,neutral,STYLE,07_angry_implicit_neutral_0015_STYLE.wav,angry,flamingo3
angry,implicit,sad,STYLE,07_angry_implicit_sad_0018_STYLE.wav,angry,flamingo3
happy,explicit,angry,STYLE,07_happy_explicit_angry_0012_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,07_happy_explicit_happy_0016_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,07_happy_explicit_neutral_0018_STYLE.wav,happy,flamingo3
happy,explicit,sad,STYLE,07_happy_explicit_sad_0019_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,07_happy_implicit_angry_0018_STYLE.wav,happy,flamingo3
happy,implicit,happy,STYLE,07_happy_implicit_happy_0012_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,07_happy_implicit_neutral_0020_STYLE.wav,neutral,flamingo3
happy,implicit,sad,STYLE,07_happy_implicit_sad_0017_STYLE.wav,happy,flamingo3
neutral,neutral,angry,STYLE,07_neutral_angry_0019_STYLE.wav,neutral,flamingo3
neutral,neutral,happy,STYLE,07_neutral_happy_0013_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,07_neutral_neutral_0015_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,07_neutral_sad_0012_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,07_sad_explicit_angry_0011_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,07_sad_explicit_happy_0012_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,07_sad_explicit_neutral_0013_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,07_sad_explicit_sad_0014_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,07_sad_implicit_angry_0020_STYLE.wav,angry,flamingo3
sad,implicit,happy,STYLE,07_sad_implicit_happy_0013_STYLE.wav,sad,flamingo3
sad,implicit,neutral,STYLE,07_sad_implicit_neutral_0014_STYLE.wav,sad,flamingo3
sad,implicit,sad,STYLE,07_sad_implicit_sad_0011_STYLE.wav,angry,flamingo3
angry,explicit,angry,STYLE,08_angry_explicit_angry_0011_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,08_angry_explicit_happy_0017_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,08_angry_explicit_neutral_0020_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,08_angry_explicit_sad_0017_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,08_angry_implicit_angry_0012_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,08_angry_implicit_happy_0015_STYLE.wav,angry,flamingo3
angry,implicit,neutral,STYLE,08_angry_implicit_neutral_0013_STYLE.wav,angry,flamingo3
angry,implicit,sad,STYLE,08_angry_implicit_sad_0019_STYLE.wav,angry,flamingo3
happy,explicit,angry,STYLE,08_happy_explicit_angry_0012_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,08_happy_explicit_happy_0016_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,08_happy_explicit_neutral_0017_STYLE.wav,happy,flamingo3
happy,explicit,sad,STYLE,08_happy_explicit_sad_0016_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,08_happy_implicit_angry_0016_STYLE.wav,happy,flamingo3
happy,implicit,happy,STYLE,08_happy_implicit_happy_0020_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,08_happy_implicit_neutral_0014_STYLE.wav,happy,flamingo3
happy,implicit,sad,STYLE,08_happy_implicit_sad_0015_STYLE.wav,happy,flamingo3
neutral,neutral,angry,STYLE,08_neutral_angry_0018_STYLE.wav,angry,flamingo3
neutral,neutral,happy,STYLE,08_neutral_happy_0014_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,08_neutral_neutral_0011_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,08_neutral_sad_0015_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,08_sad_explicit_angry_0011_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,08_sad_explicit_happy_0020_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,08_sad_explicit_neutral_0019_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,08_sad_explicit_sad_0020_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,08_sad_implicit_angry_0013_STYLE.wav,sad,flamingo3
sad,implicit,happy,STYLE,08_sad_implicit_happy_0013_STYLE.wav,sad,flamingo3
sad,implicit,neutral,STYLE,08_sad_implicit_neutral_0016_STYLE.wav,sad,flamingo3
sad,implicit,sad,STYLE,08_sad_implicit_sad_0019_STYLE.wav,sad,flamingo3
angry,explicit,angry,STYLE,09_angry_explicit_angry_0011_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,09_angry_explicit_happy_0013_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,09_angry_explicit_neutral_0018_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,09_angry_explicit_sad_0012_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,09_angry_implicit_angry_0016_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,09_angry_implicit_happy_0012_STYLE.wav,angry,flamingo3
angry,implicit,neutral,STYLE,09_angry_implicit_neutral_0013_STYLE.wav,angry,flamingo3
angry,implicit,sad,STYLE,09_angry_implicit_sad_0015_STYLE.wav,angry,flamingo3
happy,explicit,angry,STYLE,09_happy_explicit_angry_0020_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,09_happy_explicit_happy_0014_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,09_happy_explicit_neutral_0019_STYLE.wav,happy,flamingo3
happy,explicit,sad,STYLE,09_happy_explicit_sad_0018_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,09_happy_implicit_angry_0013_STYLE.wav,happy,flamingo3
happy,implicit,happy,STYLE,09_happy_implicit_happy_0014_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,09_happy_implicit_neutral_0013_STYLE.wav,happy,flamingo3
happy,implicit,sad,STYLE,09_happy_implicit_sad_0011_STYLE.wav,happy,flamingo3
neutral,neutral,angry,STYLE,09_neutral_angry_0013_STYLE.wav,neutral,flamingo3
neutral,neutral,happy,STYLE,09_neutral_happy_0019_STYLE.wav,angry,flamingo3
neutral,neutral,neutral,STYLE,09_neutral_neutral_0012_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,09_neutral_sad_0015_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,09_sad_explicit_angry_0012_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,09_sad_explicit_happy_0011_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,09_sad_explicit_neutral_0012_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,09_sad_explicit_sad_0014_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,09_sad_implicit_angry_0015_STYLE.wav,angry,flamingo3
sad,implicit,happy,STYLE,09_sad_implicit_happy_0012_STYLE.wav,angry,flamingo3
sad,implicit,neutral,STYLE,09_sad_implicit_neutral_0020_STYLE.wav,angry,flamingo3
sad,implicit,sad,STYLE,09_sad_implicit_sad_0018_STYLE.wav,angry,flamingo3
angry,explicit,angry,STYLE,10_angry_explicit_angry_0015_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,10_angry_explicit_happy_0013_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,10_angry_explicit_neutral_0018_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,10_angry_explicit_sad_0019_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,10_angry_implicit_angry_0011_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,10_angry_implicit_happy_0011_STYLE.wav,angry,flamingo3
angry,implicit,neutral,STYLE,10_angry_implicit_neutral_0011_STYLE.wav,angry,flamingo3
angry,implicit,sad,STYLE,10_angry_implicit_sad_0014_STYLE.wav,angry,flamingo3
happy,explicit,angry,STYLE,10_happy_explicit_angry_0018_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,10_happy_explicit_happy_0019_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,10_happy_explicit_neutral_0015_STYLE.wav,happy,flamingo3
happy,explicit,sad,STYLE,10_happy_explicit_sad_0011_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,10_happy_implicit_angry_0020_STYLE.wav,neutral,flamingo3
happy,implicit,happy,STYLE,10_happy_implicit_happy_0015_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,10_happy_implicit_neutral_0018_STYLE.wav,sad,flamingo3
happy,implicit,sad,STYLE,10_happy_implicit_sad_0012_STYLE.wav,sad,flamingo3
neutral,neutral,angry,STYLE,10_neutral_angry_0017_STYLE.wav,neutral,flamingo3
neutral,neutral,happy,STYLE,10_neutral_happy_0016_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,10_neutral_neutral_0015_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,10_neutral_sad_0017_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,10_sad_explicit_angry_0020_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,10_sad_explicit_happy_0020_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,10_sad_explicit_neutral_0012_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,10_sad_explicit_sad_0017_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,10_sad_implicit_angry_0013_STYLE.wav,sad,flamingo3
sad,implicit,happy,STYLE,10_sad_implicit_happy_0011_STYLE.wav,sad,flamingo3
sad,implicit,neutral,STYLE,10_sad_implicit_neutral_0018_STYLE.wav,sad,flamingo3
sad,implicit,sad,STYLE,10_sad_implicit_sad_0017_STYLE.wav,sad,flamingo3
angry,explicit,angry,STYLE,11_angry_explicit_angry_0018_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,11_angry_explicit_happy_0019_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,11_angry_explicit_neutral_0020_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,11_angry_explicit_sad_0011_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,11_angry_implicit_angry_0015_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,11_angry_implicit_happy_0019_STYLE.wav,angry,flamingo3
angry,implicit,neutral,STYLE,11_angry_implicit_neutral_0016_STYLE.wav,angry,flamingo3
angry,implicit,sad,STYLE,11_angry_implicit_sad_0016_STYLE.wav,angry,flamingo3
happy,explicit,angry,STYLE,11_happy_explicit_angry_0019_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,11_happy_explicit_happy_0011_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,11_happy_explicit_neutral_0012_STYLE.wav,happy moments like this are worth everything,flamingo3
happy,explicit,sad,STYLE,11_happy_explicit_sad_0017_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,11_happy_implicit_angry_0012_STYLE.wav,happy,flamingo3
happy,implicit,happy,STYLE,11_happy_implicit_happy_0013_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,11_happy_implicit_neutral_0013_STYLE.wav,happy,flamingo3
happy,implicit,sad,STYLE,11_happy_implicit_sad_0011_STYLE.wav,happy,flamingo3
neutral,neutral,angry,STYLE,11_neutral_angry_0012_STYLE.wav,angry,flamingo3
neutral,neutral,happy,STYLE,11_neutral_happy_0012_STYLE.wav,angry,flamingo3
neutral,neutral,neutral,STYLE,11_neutral_neutral_0019_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,11_neutral_sad_0018_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,11_sad_explicit_angry_0012_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,11_sad_explicit_happy_0016_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,11_sad_explicit_neutral_0012_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,11_sad_explicit_sad_0011_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,11_sad_implicit_angry_0020_STYLE.wav,angry,flamingo3
sad,implicit,happy,STYLE,11_sad_implicit_happy_0019_STYLE.wav,angry,flamingo3
sad,implicit,neutral,STYLE,11_sad_implicit_neutral_0015_STYLE.wav,angry,flamingo3
sad,implicit,sad,STYLE,11_sad_implicit_sad_0016_STYLE.wav,sad,flamingo3
angry,explicit,angry,STYLE,12_angry_explicit_angry_0011_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,12_angry_explicit_happy_0018_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,12_angry_explicit_neutral_0016_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,12_angry_explicit_sad_0015_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,12_angry_implicit_angry_0020_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,12_angry_implicit_happy_0011_STYLE.wav,angry,flamingo3
angry,implicit,neutral,STYLE,12_angry_implicit_neutral_0020_STYLE.wav,angry,flamingo3
angry,implicit,sad,STYLE,12_angry_implicit_sad_0018_STYLE.wav,angry,flamingo3
happy,explicit,angry,STYLE,12_happy_explicit_angry_0011_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,12_happy_explicit_happy_0020_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,12_happy_explicit_neutral_0018_STYLE.wav,happy,flamingo3
happy,explicit,sad,STYLE,12_happy_explicit_sad_0016_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,12_happy_implicit_angry_0012_STYLE.wav,happy,flamingo3
happy,implicit,happy,STYLE,12_happy_implicit_happy_0019_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,12_happy_implicit_neutral_0017_STYLE.wav,happy,flamingo3
happy,implicit,sad,STYLE,12_happy_implicit_sad_0019_STYLE.wav,happy,flamingo3
neutral,neutral,angry,STYLE,12_neutral_angry_0018_STYLE.wav,angry,flamingo3
neutral,neutral,happy,STYLE,12_neutral_happy_0016_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,12_neutral_neutral_0016_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,12_neutral_sad_0012_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,12_sad_explicit_angry_0020_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,12_sad_explicit_happy_0011_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,12_sad_explicit_neutral_0014_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,12_sad_explicit_sad_0013_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,12_sad_implicit_angry_0017_STYLE.wav,angry,flamingo3
sad,implicit,happy,STYLE,12_sad_implicit_happy_0015_STYLE.wav,sad,flamingo3
sad,implicit,neutral,STYLE,12_sad_implicit_neutral_0013_STYLE.wav,sad,flamingo3
sad,implicit,sad,STYLE,12_sad_implicit_sad_0019_STYLE.wav,angry,flamingo3
angry,explicit,angry,STYLE,13_angry_explicit_angry_0018_STYLE.wav,angry,flamingo3
angry,explicit,happy,STYLE,13_angry_explicit_happy_0011_STYLE.wav,angry,flamingo3
angry,explicit,neutral,STYLE,13_angry_explicit_neutral_0017_STYLE.wav,angry,flamingo3
angry,explicit,sad,STYLE,13_angry_explicit_sad_0014_STYLE.wav,angry,flamingo3
angry,implicit,angry,STYLE,13_angry_implicit_angry_0018_STYLE.wav,angry,flamingo3
angry,implicit,happy,STYLE,13_angry_implicit_happy_0017_STYLE.wav,sad,flamingo3
angry,implicit,neutral,STYLE,13_angry_implicit_neutral_0016_STYLE.wav,sad,flamingo3
angry,implicit,sad,STYLE,13_angry_implicit_sad_0019_STYLE.wav,sad,flamingo3
happy,explicit,angry,STYLE,13_happy_explicit_angry_0014_STYLE.wav,happy,flamingo3
happy,explicit,happy,STYLE,13_happy_explicit_happy_0016_STYLE.wav,happy,flamingo3
happy,explicit,neutral,STYLE,13_happy_explicit_neutral_0012_STYLE.wav,happy,flamingo3
happy,explicit,sad,STYLE,13_happy_explicit_sad_0014_STYLE.wav,happy,flamingo3
happy,implicit,angry,STYLE,13_happy_implicit_angry_0015_STYLE.wav,happy,flamingo3
happy,implicit,happy,STYLE,13_happy_implicit_happy_0019_STYLE.wav,happy,flamingo3
happy,implicit,neutral,STYLE,13_happy_implicit_neutral_0014_STYLE.wav,happy,flamingo3
happy,implicit,sad,STYLE,13_happy_implicit_sad_0014_STYLE.wav,happy,flamingo3
neutral,neutral,angry,STYLE,13_neutral_angry_0018_STYLE.wav,angry,flamingo3
neutral,neutral,happy,STYLE,13_neutral_happy_0012_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,13_neutral_neutral_0018_STYLE.wav,neutral,flamingo3
neutral,neutral,sad,STYLE,13_neutral_sad_0017_STYLE.wav,neutral,flamingo3
sad,explicit,angry,STYLE,13_sad_explicit_angry_0012_STYLE.wav,sad,flamingo3
sad,explicit,happy,STYLE,13_sad_explicit_happy_0018_STYLE.wav,sad,flamingo3
sad,explicit,neutral,STYLE,13_sad_explicit_neutral_0014_STYLE.wav,sad,flamingo3
sad,explicit,sad,STYLE,13_sad_explicit_sad_0011_STYLE.wav,sad,flamingo3
sad,implicit,angry,STYLE,13_sad_implicit_angry_0011_STYLE.wav,sad,flamingo3
sad,implicit,happy,STYLE,13_sad_implicit_happy_0018_STYLE.wav,happy,flamingo3
sad,implicit,neutral,STYLE,13_sad_implicit_neutral_0012_STYLE.wav,happy,flamingo3
sad,implicit,sad,STYLE,13_sad_implicit_sad_0016_STYLE.wav,sad,flamingo3
neutral,neutral,angry,STYLE,14_neutral_angry_0011_STYLE.wav,neutral,flamingo3
neutral,neutral,happy,STYLE,14_neutral_happy_0015_STYLE.wav,neutral,flamingo3
neutral,neutral,neutral,STYLE,14_neutral_neutral_0016_STYLE.wav,neutral,flamingo3
